City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Quatre Cocos,MU,2020-07-08 15:24:07,-20.21,57.76,71.6,73,75,13.87
275,Faya,SA,2020-07-08 15:24:07,18.39,42.45,82.4,32,40,8.05
276,Imeni Poliny Osipenko,RU,2020-07-08 15:24:07,52.42,136.49,50.95,90,98,13.0
277,Bom Jesus,BR,2020-07-08 15:24:07,-9.07,-44.36,90.3,29,0,7.43
278,Kroya,ID,2020-07-08 15:24:08,-7.63,109.25,76.21,87,29,7.74
279,Santa Maria,BR,2020-07-08 15:21:16,-29.68,-53.81,51.8,100,90,10.29
280,La Palma,US,2020-07-08 15:24:08,33.85,-118.05,70.0,68,90,5.82
281,Vryheid,ZA,2020-07-08 15:24:08,-27.77,30.79,53.69,62,70,8.08
282,Cayenne,GF,2020-07-08 15:24:08,4.93,-52.33,82.4,78,11,6.93
283,Bambous Virieux,MU,2020-07-08 15:24:08,-20.34,57.76,71.6,73,75,13.87
284,La Ronge,CA,2020-07-08 15:24:09,55.1,-105.28,62.6,63,90,13.87
285,Deputatskiy,RU,2020-07-08 15:24:09,69.3,139.9,40.77,98,90,1.19
286,Shenjiamen,CN,2020-07-08 15:24:09,29.96,122.3,76.24,86,100,7.34
287,Cordoba,AR,2020-07-08 15:24:09,-31.41,-64.18,46.99,65,75,10.29
288,Ahipara,NZ,2020-07-08 15:23:04,-35.17,173.17,53.35,69,17,18.61
289,Arlit,NE,2020-07-08 15:24:09,18.74,7.39,103.46,17,50,8.88
290,Norman Wells,CA,2020-07-08 15:24:09,65.28,-126.83,55.4,82,75,8.05
291,Dalaba,GN,2020-07-08 15:24:10,10.7,-12.25,75.06,83,97,6.02
292,Clonakilty,IE,2020-07-08 15:24:10,51.62,-8.87,61.0,93,75,11.41
293,Naze,JP,2020-07-08 15:24:10,28.37,129.48,80.6,100,75,8.05
294,General Roca,AR,2020-07-08 15:24:10,-39.03,-67.58,48.2,42,0,12.75
295,Tieli,CN,2020-07-08 15:24:10,46.95,128.05,56.98,85,68,3.06
296,Komsomolskiy,UZ,2020-07-08 15:24:11,40.43,71.72,87.8,23,90,6.93
297,Sistranda,NO,2020-07-08 15:22:29,63.73,8.83,55.4,66,40,12.75
298,Antofagasta,CL,2020-07-08 15:23:11,-23.65,-70.4,59.0,82,0,14.99
299,Comodoro Rivadavia,AR,2020-07-08 15:24:11,-45.87,-67.5,44.6,56,64,16.11
300,Puri,IN,2020-07-08 15:24:11,19.8,85.85,78.8,100,75,17.54
301,Lensk,RU,2020-07-08 15:24:11,60.73,114.93,58.55,75,99,5.61
302,Muros,ES,2020-07-08 15:24:12,42.78,-9.06,78.01,62,0,20.0
303,Touros,BR,2020-07-08 15:21:11,-5.2,-35.46,82.4,65,40,12.75
304,Nioro,GM,2020-07-08 15:24:12,13.35,-15.75,98.11,38,54,10.49
305,San Cristobal,VE,2020-07-08 15:24:12,7.77,-72.22,89.6,43,20,18.34
306,Egvekinot,RU,2020-07-08 15:24:12,66.32,-179.17,43.5,99,99,0.25
307,Buala,SB,2020-07-08 15:24:12,-8.14,159.59,80.64,77,81,5.35
308,Tiksi,RU,2020-07-08 15:24:12,71.69,128.87,33.76,96,100,4.14
309,Kiama,AU,2020-07-08 15:24:13,-34.68,150.87,52.0,79,19,6.69
310,Villarrica,PY,2020-07-08 15:24:13,-25.75,-56.43,53.31,88,100,5.26
311,Wladyslawowo,PL,2020-07-08 15:24:13,54.79,18.4,62.01,69,45,4.0
312,Imbituba,BR,2020-07-08 15:20:21,-28.24,-48.67,66.2,93,75,10.29
313,Chililabombwe,ZM,2020-07-08 15:23:15,-12.36,27.82,76.62,27,0,2.89
314,Nedjo,ET,2020-07-08 15:24:13,9.5,35.5,63.75,97,90,2.86
315,Trstena,SK,2020-07-08 15:24:14,49.36,19.61,64.4,48,40,13.87
316,Henties Bay,NA,2020-07-08 15:24:14,-22.12,14.28,71.33,32,0,9.33
317,Priyutnoye,RU,2020-07-08 15:24:14,46.1,43.51,102.0,9,80,20.0
318,Sangar,RU,2020-07-08 15:24:14,63.92,127.47,53.74,68,4,1.72
319,Buchanan,LR,2020-07-08 15:24:14,5.88,-10.05,79.18,84,94,13.2
320,Ampanihy,MG,2020-07-08 15:24:14,-24.7,44.75,68.05,66,0,14.74
321,Kharan,PK,2020-07-08 15:24:14,28.58,65.42,100.31,14,94,2.98
322,Huarmey,PE,2020-07-08 15:24:15,-10.07,-78.15,65.43,70,82,8.52
323,Urengoy,RU,2020-07-08 15:24:15,65.97,78.37,64.04,56,53,17.13
324,Cabo San Lucas,MX,2020-07-08 15:24:15,22.89,-109.91,86.0,45,40,6.11
325,Nanning,CN,2020-07-08 15:22:52,22.82,108.32,84.2,79,100,4.47
326,Carutapera,BR,2020-07-08 15:24:15,-1.2,-46.02,87.22,56,0,3.89
327,Port-Gentil,GA,2020-07-08 15:24:15,-0.72,8.78,80.6,78,40,12.75
328,Sabang,ID,2020-07-08 15:24:15,5.89,95.32,83.48,67,55,11.34
329,Severobaykalsk,RU,2020-07-08 15:24:16,55.65,109.32,54.36,92,100,2.28
330,Poum,NC,2020-07-08 15:24:16,-20.23,164.02,70.18,76,5,12.73
331,Wadi Musa,JO,2020-07-08 15:24:16,30.32,35.48,83.46,21,0,12.84
332,Pudozh,RU,2020-07-08 15:24:16,61.81,36.53,56.03,90,100,7.36
333,La Cumbre,AR,2020-07-08 15:24:16,-30.98,-64.49,46.99,65,75,10.29
334,Srandakan,ID,2020-07-08 15:24:16,-7.94,110.25,76.12,87,9,6.96
335,Santiago,CL,2020-07-08 15:21:58,-33.46,-70.65,48.2,87,75,3.36
336,San Patricio,MX,2020-07-08 15:24:17,19.22,-104.7,78.8,88,90,23.04
337,Vaitape,PF,2020-07-08 15:24:17,-16.52,-151.75,77.76,80,67,28.05
338,Kropotkin,RU,2020-07-08 15:24:17,45.44,40.58,69.55,91,100,17.31
339,Dingle,PH,2020-07-08 15:24:17,11.0,122.67,78.48,82,84,3.44
340,Sirmaur,IN,2020-07-08 15:24:17,24.85,81.38,91.99,55,98,3.98
341,Gotsu,JP,2020-07-08 15:24:18,35.0,132.22,70.14,92,100,2.1
342,San Policarpo,PH,2020-07-08 15:24:18,12.18,125.51,82.67,74,55,2.86
343,Evensk,RU,2020-07-08 15:24:18,61.95,159.23,50.43,95,100,4.83
344,Webuye,KE,2020-07-08 15:24:18,0.61,34.77,62.6,82,75,2.24
345,Amarante Do Maranhao,BR,2020-07-08 15:24:18,-5.57,-46.74,88.54,35,9,6.38
346,Misratah,LY,2020-07-08 15:24:18,32.38,15.09,79.12,67,0,13.56
347,Bedesa,ET,2020-07-08 15:24:19,8.9,40.78,70.92,71,82,4.05
348,Nago,JP,2020-07-08 15:24:19,26.59,127.98,84.0,88,40,9.17
349,Lazaro Cardenas,MX,2020-07-08 15:24:19,17.96,-102.2,77.0,82,100,3.62
350,Upernavik,GL,2020-07-08 15:24:19,72.79,-56.15,43.81,65,24,8.52
351,Porbandar,IN,2020-07-08 15:24:19,21.64,69.61,83.8,83,70,16.13
352,West Wendover,US,2020-07-08 15:24:19,40.74,-114.07,70.0,24,0,4.32
353,Luyang,CN,2020-07-08 15:24:20,27.62,110.1,73.53,96,100,2.44
354,Tevaitoa,PF,2020-07-08 15:24:20,-16.78,-151.5,77.2,80,88,29.53
355,Verkhoyansk,RU,2020-07-08 15:24:20,67.54,133.38,48.18,88,100,3.31
356,Saldanha,ZA,2020-07-08 15:24:20,-33.01,17.94,73.4,23,10,2.24
357,Chicama,PE,2020-07-08 15:24:20,-7.84,-79.15,68.09,64,94,7.0
358,Waingapu,ID,2020-07-08 15:24:20,-9.66,120.26,74.37,82,70,9.69
359,Cacoal,BR,2020-07-08 15:24:21,-11.44,-61.45,89.33,42,0,2.42
360,Bambanglipuro,ID,2020-07-08 15:24:21,-7.95,110.28,76.1,86,8,7.25
361,Pahrump,US,2020-07-08 15:24:21,36.21,-115.98,80.6,10,1,6.85
362,Frontignan,FR,2020-07-08 15:24:01,43.45,3.75,82.4,34,0,13.87
363,Romhany,HU,2020-07-08 15:24:21,47.93,19.26,79.0,36,3,8.05
364,Lucapa,AO,2020-07-08 15:24:22,-8.42,20.74,90.39,16,0,3.11
365,Niort,FR,2020-07-08 15:24:22,46.33,-0.33,82.4,37,0,5.82
366,Vershino-Darasunskiy,RU,2020-07-08 15:24:22,52.35,115.52,60.76,56,23,1.52
367,Mazatlan,MX,2020-07-08 15:24:22,23.22,-106.42,73.4,100,90,8.05
368,Cabinda,AO,2020-07-08 15:24:22,-5.55,12.2,78.8,69,75,6.93
369,Ginda,IN,2020-07-08 15:24:22,30.69,78.49,84.2,79,40,3.36
370,Along,IN,2020-07-08 15:24:22,28.17,94.77,75.97,89,100,0.78
371,Dongzhen,CN,2020-07-08 15:24:23,22.38,110.94,79.93,87,100,3.85
372,Torres,BR,2020-07-08 15:24:23,-29.34,-49.73,65.19,91,100,3.58
373,Japura,ID,2020-07-08 15:24:23,-0.32,102.35,74.5,96,100,1.88
374,Paris,FR,2020-07-08 15:19:35,48.85,2.35,82.99,42,75,11.41
375,Coro,VE,2020-07-08 15:24:23,11.4,-69.67,88.97,51,0,13.04
376,Sawakin,SD,2020-07-08 15:24:24,19.11,37.33,93.04,43,2,10.38
377,Terme,TR,2020-07-08 15:24:24,41.21,36.97,78.8,69,75,16.11
378,Kemijarvi,FI,2020-07-08 15:24:24,66.71,27.43,61.9,74,100,6.67
379,Moate,IE,2020-07-08 15:24:24,53.55,-7.72,57.0,94,100,7.0
380,Goba,ET,2020-07-08 15:24:24,7.02,39.98,56.82,88,85,2.04
381,Dawei,MM,2020-07-08 15:24:25,14.08,98.2,79.16,86,97,0.29
382,Mishelevka,RU,2020-07-08 15:24:25,52.86,103.17,60.64,85,100,4.63
383,Dehloran,IR,2020-07-08 15:24:25,32.69,47.27,110.52,6,0,6.13
384,Solnechnyy,RU,2020-07-08 15:24:25,50.72,136.63,50.41,94,100,7.76
385,Zhigansk,RU,2020-07-08 15:24:25,66.77,123.37,56.98,56,0,10.16
386,Suez,EG,2020-07-08 15:23:54,29.97,32.53,92.93,37,0,24.16
387,Katherine,AU,2020-07-08 15:24:26,-14.47,132.27,60.8,48,0,6.93
388,Praia Da Vitoria,PT,2020-07-08 15:24:26,38.73,-27.07,71.6,78,75,8.19
389,Astana,KZ,2020-07-08 15:24:26,51.18,71.45,70.57,60,86,8.63
390,Zhangjiakou,CN,2020-07-08 15:24:26,40.81,114.88,71.51,77,100,5.55
391,Rizhao,CN,2020-07-08 15:24:26,35.43,119.46,70.43,88,70,4.65
392,Sokol,RU,2020-07-08 15:24:26,59.46,40.12,72.73,89,99,5.91
393,Jamame,SO,2020-07-08 15:24:27,0.07,42.75,79.79,75,94,14.05
394,Inirida,CO,2020-07-08 15:24:27,3.87,-67.92,86.88,62,18,2.77
395,Kajaani,FI,2020-07-08 15:24:27,64.23,27.73,62.6,67,40,2.24
396,Asau,RO,2020-07-08 15:24:27,46.43,26.4,71.01,54,40,0.85
397,Lixourion,GR,2020-07-08 15:24:27,38.2,20.43,82.4,61,20,17.22
398,Yumen,CN,2020-07-08 15:24:27,40.28,97.2,75.61,17,0,10.78
399,Narsaq,GL,2020-07-08 15:24:28,60.92,-46.05,53.6,62,75,6.93
400,Struer,DK,2020-07-08 15:24:28,56.49,8.58,62.01,60,23,18.57
401,Ulaangom,MN,2020-07-08 15:24:28,49.98,92.07,65.95,54,71,1.32
402,Jiuquan,CN,2020-07-08 15:24:28,39.74,98.52,79.93,16,49,13.67
403,Klaksvik,FO,2020-07-08 15:24:28,62.23,-6.59,53.6,81,52,12.75
404,Praia,CV,2020-07-08 15:24:28,14.92,-23.51,86.0,70,40,10.29
405,Sabinas Hidalgo,MX,2020-07-08 15:24:28,26.5,-100.17,84.97,61,60,3.62
406,Tautira,PF,2020-07-08 15:24:29,-17.73,-149.15,73.4,83,20,5.82
407,Ilulissat,GL,2020-07-08 15:24:29,69.22,-51.1,50.0,66,75,5.82
408,Jamshedpur,IN,2020-07-08 15:24:29,22.8,86.18,88.2,62,88,9.48
409,Mizdah,LY,2020-07-08 15:24:29,31.45,12.98,94.64,12,0,6.85
410,Zhigalovo,RU,2020-07-08 15:24:29,54.81,105.16,58.82,88,17,3.13
411,Vostok,RU,2020-07-08 15:24:29,46.49,135.88,54.5,100,100,2.93
412,Dublin,US,2020-07-08 15:23:59,37.7,-121.94,66.0,77,1,2.01
413,Montecristo,CO,2020-07-08 15:24:30,8.3,-74.47,81.32,79,99,1.79
414,Verkhnyaya Toyma,RU,2020-07-08 15:24:30,62.23,45.0,71.73,85,87,9.13
415,Shahr-E Babak,IR,2020-07-08 15:24:30,30.12,55.12,83.89,21,66,14.23
416,Kushima,JP,2020-07-08 15:24:30,31.46,131.23,74.75,92,100,7.92
417,Osorno,CL,2020-07-08 15:24:31,-40.57,-73.15,42.8,93,61,8.05
418,Constitucion,CL,2020-07-08 15:24:31,-35.33,-72.42,51.06,69,14,3.6
419,Indiaroba,BR,2020-07-08 15:24:31,-11.52,-37.51,77.79,88,83,5.14
420,Pareora,NZ,2020-07-08 15:24:31,-44.49,171.21,39.99,63,64,10.49
421,Kenitra,MA,2020-07-08 15:20:07,34.26,-6.58,77.0,73,40,14.99
422,Ensenada,MX,2020-07-08 15:21:47,31.87,-116.62,66.99,85,12,3.29
423,Dasoguz,TM,2020-07-08 15:24:32,41.84,59.97,95.0,26,14,6.93
424,Boddam,GB,2020-07-08 15:24:32,57.47,-1.78,54.0,66,90,8.05
425,Moron,AR,2020-07-08 15:24:32,-34.65,-58.62,51.8,76,85,2.24
426,Gawler,AU,2020-07-08 15:24:32,-34.6,138.73,48.99,80,97,7.0
427,Parana,AR,2020-07-08 15:23:44,-31.73,-60.52,53.01,65,3,1.99
428,High Level,CA,2020-07-08 15:22:09,58.52,-117.14,57.2,82,90,2.24
429,Ketchikan,US,2020-07-08 15:24:33,55.34,-131.65,53.6,100,90,5.82
430,Portland,US,2020-07-08 15:19:45,45.52,-122.68,62.01,77,90,5.82
431,Xuddur,SO,2020-07-08 15:24:33,4.12,43.89,84.25,46,97,19.8
432,Soe,ID,2020-07-08 15:24:33,-9.86,124.28,63.23,100,79,5.79
433,Booue,GA,2020-07-08 15:24:33,-0.09,11.94,88.72,46,3,2.55
434,Vredendal,ZA,2020-07-08 15:24:34,-31.67,18.5,74.98,24,0,4.18
435,Jalu,LY,2020-07-08 15:24:34,29.03,21.55,95.56,25,0,11.88
436,Riyadh,SA,2020-07-08 15:20:47,24.69,46.72,109.4,9,49,10.29
437,Xingyi,CN,2020-07-08 15:24:34,24.19,102.82,64.9,92,100,3.94
438,Batagay,RU,2020-07-08 15:24:34,67.63,134.63,44.94,94,100,2.8
439,Lompoc,US,2020-07-08 15:24:01,34.64,-120.46,53.6,93,0,9.17
440,Coahuayana,MX,2020-07-08 15:24:35,18.73,-103.68,73.4,88,75,3.98
441,Moroto,UG,2020-07-08 15:24:35,2.53,34.67,72.95,66,100,3.33
442,Shache,CN,2020-07-08 15:24:35,38.42,77.24,86.0,14,3,9.98
443,Ahuimanu,US,2020-07-08 15:20:07,21.44,-157.84,77.0,65,20,10.29
444,Altay,CN,2020-07-08 15:24:35,47.87,88.12,61.25,56,15,7.94
445,Thinadhoo,MV,2020-07-08 15:24:36,0.53,72.93,85.64,68,51,4.65
446,Tekeli,KZ,2020-07-08 15:24:36,44.83,78.82,61.7,57,2,4.12
447,Jibuti,DJ,2020-07-08 15:24:36,11.5,42.5,95.0,50,20,6.93
448,Ndele,CF,2020-07-08 15:24:36,8.41,20.65,81.77,74,27,3.2
449,Mount Barker,AU,2020-07-08 15:24:36,-35.07,138.87,45.0,89,67,1.01
450,Pangnirtung,CA,2020-07-08 15:24:37,66.15,-65.71,42.8,93,75,14.99
451,Camargo,MX,2020-07-08 15:24:37,27.67,-105.17,79.68,46,0,4.99
452,Port-Cartier,CA,2020-07-08 15:24:37,50.03,-66.87,62.6,100,90,2.15
453,Berlevag,NO,2020-07-08 15:24:37,70.86,29.09,46.4,100,75,4.7
454,Maningrida,AU,2020-07-08 15:24:37,-12.07,134.27,69.53,80,35,10.83
455,Liancheng,CN,2020-07-08 15:24:37,24.05,105.08,73.24,83,100,5.79
456,Alta Floresta,BR,2020-07-08 15:24:37,-9.88,-56.09,89.6,43,15,2.24
457,Emerald,AU,2020-07-08 15:24:38,-23.53,148.17,57.2,82,7,8.05
458,Channel-Port Aux Basques,CA,2020-07-08 15:24:38,47.57,-59.14,60.42,74,88,11.21
459,Vero Beach,US,2020-07-08 15:24:38,27.64,-80.4,89.6,55,20,9.17
460,Harper,LR,2020-07-08 15:24:38,4.38,-7.72,78.51,81,77,13.94
461,Hay River,CA,2020-07-08 15:24:38,60.82,-115.8,60.8,77,20,3.36
462,Bulawayo,ZW,2020-07-08 15:24:39,-20.15,28.58,60.4,55,59,10.58
463,Labuhan,ID,2020-07-08 15:24:39,-6.88,112.21,77.23,82,4,6.69
464,Salta,AR,2020-07-08 15:24:39,-24.79,-65.41,50.0,57,0,3.36
465,Puerto Escondido,MX,2020-07-08 15:21:52,15.85,-97.07,84.2,70,40,0.58
466,Sindor,RU,2020-07-08 15:24:39,62.86,51.89,88.39,48,0,4.81
467,Mombetsu,JP,2020-07-08 15:24:39,44.35,143.35,64.17,95,54,2.21
468,Bac Lieu,VN,2020-07-08 15:24:40,9.29,105.72,81.3,77,100,2.46
469,Aviles,ES,2020-07-08 15:24:40,43.55,-5.92,79.0,83,40,9.17
470,Cabra,ES,2020-07-08 15:24:40,37.47,-4.44,97.0,20,33,7.0
471,Zhezkazgan,KZ,2020-07-08 15:24:40,47.8,67.71,81.0,30,99,14.23
472,Kholmogory,RU,2020-07-08 15:24:40,64.22,41.66,69.8,88,90,7.7
473,Yei,SS,2020-07-08 15:24:40,4.09,30.68,75.16,87,55,3.22
474,Kjollefjord,NO,2020-07-08 15:22:04,70.95,27.35,46.4,93,90,8.05
475,Orasac,BA,2020-07-08 15:22:01,44.63,16.07,78.48,32,2,4.36
476,Gloria Do Goita,BR,2020-07-08 15:24:41,-8.0,-35.29,84.2,66,40,5.82
477,Grand Gaube,MU,2020-07-08 15:24:41,-20.01,57.66,69.01,81,4,3.0
478,Bouna,CI,2020-07-08 15:24:41,9.27,-3.0,84.36,61,91,7.99
479,Michalovce,SK,2020-07-08 15:24:41,48.75,21.92,71.01,56,89,2.24
480,Batemans Bay,AU,2020-07-08 15:24:42,-35.72,150.18,45.0,94,2,3.87
481,Doctor Phillips,US,2020-07-08 15:20:02,28.45,-81.49,88.0,62,75,11.41
482,Orlik,RU,2020-07-08 15:24:42,52.52,99.83,52.38,77,89,4.29
483,Mareeba,AU,2020-07-08 15:24:42,-17.0,145.43,71.6,78,40,10.29
484,Eyl,SO,2020-07-08 15:24:42,7.98,49.82,87.51,49,100,22.01
485,Hanyang,CN,2020-07-08 15:24:42,32.14,105.51,74.44,83,100,1.72
486,Pachino,IT,2020-07-08 15:24:42,36.72,15.09,84.0,66,0,9.71
487,Ternate,ID,2020-07-08 15:24:43,0.8,127.4,80.44,78,95,4.09
488,Vila Velha,BR,2020-07-08 15:24:43,-20.33,-40.29,80.6,61,20,11.41
489,Matara,LK,2020-07-08 15:24:43,5.95,80.54,80.6,84,100,9.17
490,Kasongo,CD,2020-07-08 15:24:43,-4.45,26.67,93.74,25,6,2.77
491,Antigonish,CA,2020-07-08 15:24:44,45.62,-62.0,66.99,69,68,5.99
492,Kyren,RU,2020-07-08 15:24:44,51.68,102.14,60.69,77,100,2.77
493,Asfi,MA,2020-07-08 15:24:44,32.3,-9.24,76.19,60,0,20.0
494,Sirnak,TR,2020-07-08 15:24:44,37.52,42.46,102.2,11,0,17.22
495,Kamenka,RU,2020-07-08 15:24:44,51.32,42.77,84.88,50,78,8.88
496,Pudem,RU,2020-07-08 15:24:44,58.3,52.17,83.26,70,0,5.7
497,Byron Bay,AU,2020-07-08 15:19:57,-28.65,153.62,57.2,93,40,8.05
498,Nicoya,CR,2020-07-08 15:24:45,10.15,-85.45,84.2,70,75,11.41
499,Markivka,UA,2020-07-08 15:24:45,49.52,39.57,78.66,64,100,6.78
500,Dukat,RU,2020-07-08 15:24:45,62.55,155.55,46.35,92,100,7.61
501,Erenhot,CN,2020-07-08 15:24:46,43.65,111.98,82.9,28,100,8.23
502,Muli,MV,2020-07-08 15:21:05,2.92,73.57,84.63,65,21,1.36
503,Mahajanga,MG,2020-07-08 15:24:46,-15.72,46.32,87.8,45,20,6.93
504,Rajula,IN,2020-07-08 15:24:46,21.05,71.43,84.74,76,6,17.58
505,Merke,KZ,2020-07-08 15:24:46,42.87,73.18,78.55,29,99,5.82
506,Quilmana,PE,2020-07-08 15:24:46,-12.95,-76.38,67.41,58,4,5.79
507,Saint-Francois,FR,2020-07-08 15:24:47,46.42,3.91,84.2,28,0,4.7
508,Shingu,JP,2020-07-08 15:24:47,33.73,135.98,73.06,94,100,7.4
509,Moscow,RU,2020-07-08 15:20:01,55.75,37.62,73.4,78,40,11.18
510,Sao Borja,BR,2020-07-08 15:21:35,-28.66,-56.0,51.46,86,100,6.11
511,Palora,EC,2020-07-08 15:24:47,-1.7,-77.93,78.01,57,10,3.47
512,Shestakovo,RU,2020-07-08 15:24:47,56.49,103.96,59.92,84,78,2.28
513,Conceicao Do Araguaia,BR,2020-07-08 15:24:47,-8.26,-49.26,89.6,38,0,8.05
514,Balkhash,KZ,2020-07-08 15:24:48,46.84,74.98,78.91,37,68,15.28
515,Kimbe,PG,2020-07-08 15:24:48,-5.55,150.14,74.95,88,81,4.63
516,Awjilah,LY,2020-07-08 15:24:48,29.11,21.29,95.86,24,0,11.16
517,Miatli,RU,2020-07-08 15:24:48,43.08,46.83,93.16,26,21,10.69
518,Kiunga,PG,2020-07-08 15:24:48,-6.12,141.29,73.09,96,100,3.2
519,Husavik,IS,2020-07-08 15:24:49,66.04,-17.34,57.2,54,20,12.75
520,Kagay,PH,2020-07-08 15:24:49,6.01,120.91,79.45,81,100,2.01
521,Batsfjord,NO,2020-07-08 15:24:49,70.63,29.72,46.4,100,90,3.36
522,Lithgow,AU,2020-07-08 15:24:49,-33.48,150.15,39.99,92,73,2.51
523,Hvolsvollur,IS,2020-07-08 15:24:49,63.75,-20.22,57.0,71,75,18.34
524,Meybod,IR,2020-07-08 15:24:49,32.25,54.02,96.8,13,20,4.7
525,Abu Samrah,SY,2020-07-08 15:24:50,35.3,37.18,91.2,23,0,17.47
526,Baruun-Urt,MN,2020-07-08 15:24:50,46.68,113.28,68.99,54,31,3.29
527,Plouzane,FR,2020-07-08 15:24:50,48.38,-4.62,68.0,82,90,5.82
528,Sfantu Gheorghe,RO,2020-07-08 15:21:38,45.87,25.78,69.01,55,4,1.99
529,Ngama,TD,2020-07-08 15:24:50,11.78,17.17,95.92,34,7,1.92
530,Aitape,PG,2020-07-08 15:23:04,-3.14,142.35,79.03,84,97,7.85
531,Celestun,MX,2020-07-08 15:24:51,20.87,-90.4,84.38,70,0,8.05
532,Sosnovka,RU,2020-07-08 15:24:51,56.26,51.28,82.27,74,0,5.95
533,Trelew,AR,2020-07-08 15:24:51,-43.25,-65.31,47.5,52,33,19.33
534,Springfield,US,2020-07-08 15:24:51,37.22,-93.3,84.2,66,1,4.7
535,Viedma,AR,2020-07-08 15:24:51,-40.81,-63.0,41.63,87,100,14.85
536,Esik,KZ,2020-07-08 15:20:27,43.36,77.45,69.01,37,19,3.69
537,Dunedin,NZ,2020-07-08 15:24:52,-45.87,170.5,41.0,91,94,10.0
538,Nador,MA,2020-07-08 15:20:06,35.17,-2.93,86.0,69,20,6.93
539,Gornopravdinsk,RU,2020-07-08 15:24:52,60.05,69.9,80.26,58,45,5.88
540,Ust-Maya,RU,2020-07-08 15:24:52,60.42,134.53,52.57,93,0,2.06
541,Yerbogachen,RU,2020-07-08 15:24:53,61.28,108.01,54.59,92,52,2.15
542,Kijang,KR,2020-07-08 15:24:53,35.24,129.21,71.6,88,75,4.7
543,Rio Gallegos,AR,2020-07-08 15:22:21,-51.62,-69.22,33.8,74,99,13.87
544,Mount Isa,AU,2020-07-08 15:24:53,-20.73,139.5,60.8,51,0,11.03
545,Aykhal,RU,2020-07-08 15:24:53,66.0,111.5,57.2,62,75,8.95
546,Tilichiki,RU,2020-07-08 15:24:54,60.47,166.1,48.65,100,100,5.66
547,Youkounkoun,GN,2020-07-08 15:24:54,12.53,-13.13,94.64,51,100,7.85
548,Tarauaca,BR,2020-07-08 15:24:54,-8.16,-70.77,86.83,57,77,2.64
549,Brae,GB,2020-07-08 15:24:54,60.4,-1.35,55.4,76,20,12.75
